PKEY,YEAR,STATE,TYPEOFPRODUCER,ENERGYSOURCE,GENERATION
45268,2015,WI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,70444
45269,2015,WI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,26
45270,2015,WI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,35870
45271,2015,WI,"COMBINED HEAT AND POWER, COMMERCIAL POWER",WOOD AND WOOD DERIVED FUELS,0
45272,2015,WI,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,730927
45273,2015,WI,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,619093
45274,2015,WI,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,3281
45275,2015,WI,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,108553
45276,2015,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,11332971
45277,2015,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",COAL,0
45278,2015,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,103287
45279,2015,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,142682
45280,2015,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NUCLEAR,10008183
45281,2015,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,53
45282,2015,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",SOLAR THERMAL AND PHOTOVOLTAIC,1417
45283,2015,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,379225
45284,2015,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WIND,530708
45285,2015,WI,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WOOD AND WOOD DERIVED FUELS,167416
45286,2015,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,52388626
45287,2015,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,36498780
45288,2015,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,2074368
45289,2015,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,12342490
45290,2015,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER,27260
45291,2015,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,91112
45292,2015,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER BIOMASS,20045
45293,2015,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WIND,1051217
45294,2015,WI,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WOOD AND WOOD DERIVED FUELS,283354
45295,2015,WV,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,72295269
45296,2015,WV,TOTAL ELECTRIC POWER INDUSTRY,COAL,68056093
45297,2015,WV,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,1385043
45298,2015,WV,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,1303630
45299,2015,WV,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,29077
45300,2015,WV,TOTAL ELECTRIC POWER INDUSTRY,OTHER,0
45301,2015,WV,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,140214
45302,2015,WV,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,4980
45303,2015,WV,TOTAL ELECTRIC POWER INDUSTRY,WIND,1376232
45304,2015,WV,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,1121474
45305,2015,WV,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,539688
45306,2015,WV,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",HYDROELECTRIC CONVENTIONAL,552703
45307,2015,WV,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,6
45308,2015,WV,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,29077
45309,2015,WV,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,405911
45310,2015,WV,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,405548
45311,2015,WV,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,363
45312,2015,WV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,13725382
45313,2015,WV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",COAL,10800870
45314,2015,WV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,344965
45315,2015,WV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,1184654
45316,2015,WV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER,0
45317,2015,WV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,13681
45318,2015,WV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,4980
45319,2015,WV,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WIND,1376232
45320,2015,WV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,57042502
45321,2015,WV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,56309986
45322,2015,WV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,487375
45323,2015,WV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,118608
45324,2015,WV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER,0
45325,2015,WV,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,126533
45326,2015,WY,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,48966519
45327,2015,WY,TOTAL ELECTRIC POWER INDUSTRY,COAL,43091189
45328,2015,WY,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,868261
45329,2015,WY,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,722304
45330,2015,WY,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,405386
45331,2015,WY,TOTAL ELECTRIC POWER INDUSTRY,OTHER,77772
45332,2015,WY,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,44898
45333,2015,WY,TOTAL ELECTRIC POWER INDUSTRY,WIND,3756708
45334,2015,WY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,1485541
45335,2015,WY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,419827
45336,2015,WY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,582192
45337,2015,WY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,405386
45338,2015,WY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,77772
45339,2015,WY,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,364
45340,2015,WY,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,2693131
45341,2015,WY,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",COAL,733913
45342,2015,WY,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,9908
45343,2015,WY,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,640
45344,2015,WY,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WIND,1948670
45345,2015,WY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,44787847
45346,2015,WY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,41937449
45347,2015,WY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,858353
45348,2015,WY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,139473
45349,2015,WY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,44535
45350,2015,WY,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WIND,1808038
45351,2016,AK,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,6335034
45352,2016,AK,TOTAL ELECTRIC POWER INDUSTRY,COAL,594139
45353,2016,AK,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,1659152
45354,2016,AK,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,3040487
45355,2016,AK,TOTAL ELECTRIC POWER INDUSTRY,OTHER,-2392
45356,2016,AK,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,831330
45357,2016,AK,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,43017
45358,2016,AK,TOTAL ELECTRIC POWER INDUSTRY,WIND,169301
45359,2016,AK,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0
45360,2016,AK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,111473
45361,2016,AK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,62679
45362,2016,AK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,48292
45363,2016,AK,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,502
45364,2016,AK,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,321729
45365,2016,AK,"COMBINED HEAT AND POWER, COMMERCIAL POWER",COAL,107009
45366,2016,AK,"COMBINED HEAT AND POWER, COMMERCIAL POWER",HYDROELECTRIC CONVENTIONAL,168147
45367,2016,AK,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,1131
45368,2016,AK,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,2927
45369,2016,AK,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,42515
45370,2016,AK,"COMBINED HEAT AND POWER, COMMERCIAL POWER",WOOD AND WOOD DERIVED FUELS,0
45371,2016,AK,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,191982
45372,2016,AK,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,191982
45373,2016,AK,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,0
45374,2016,AK,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,0
45375,2016,AK,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,0
45376,2016,AK,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,60468
45377,2016,AK,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WIND,60468
45378,2016,AK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,5649381
45379,2016,AK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,295148
45380,2016,AK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,1491005
45381,2016,AK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,2976677
45382,2016,AK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER,-2392
45383,2016,AK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,780110
45384,2016,AK,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WIND,108833
45385,2016,AL,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,142385098
45386,2016,AL,TOTAL ELECTRIC POWER INDUSTRY,COAL,34258406
45387,2016,AL,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,6984803
45388,2016,AL,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,57803618
45389,2016,AL,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,39901879
45390,2016,AL,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,24053
45391,2016,AL,TOTAL ELECTRIC POWER INDUSTRY,OTHER,0
45392,2016,AL,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,45832
45393,2016,AL,TOTAL ELECTRIC POWER INDUSTRY,SOLAR THERMAL AND PHOTOVOLTAIC,31261
45394,2016,AL,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,38110
45395,2016,AL,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,3297136
45396,2016,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,4255021
45397,2016,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,72290
45398,2016,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,1073389
45399,2016,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,24053
45400,2016,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,0
45401,2016,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,14683
45402,2016,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,0
45403,2016,AL,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,3070606
45404,2016,AL,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,4506703
45405,2016,AL,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,0
45406,2016,AL,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,4280173
45407,2016,AL,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,226530
45408,2016,AL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,35632171
45409,2016,AL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,35557410
45410,2016,AL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,5390
45411,2016,AL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",SOLAR THERMAL AND PHOTOVOLTAIC,31261
45412,2016,AL,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,38110
45413,2016,AL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,97991203
45414,2016,AL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,34186115
45415,2016,AL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,6984803
45416,2016,AL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,16892646
45417,2016,AL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,39901879
45418,2016,AL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,25760
45419,2016,AL,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",WOOD AND WOOD DERIVED FUELS,0
45420,2016,AR,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,60445059
45421,2016,AR,TOTAL ELECTRIC POWER INDUSTRY,COAL,23800070
45422,2016,AR,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,38824
45423,2016,AR,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,3569986
45424,2016,AR,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,18171187
45425,2016,AR,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,13421022
45426,2016,AR,TOTAL ELECTRIC POWER INDUSTRY,OTHER,5637
45427,2016,AR,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,42363
45428,2016,AR,TOTAL ELECTRIC POWER INDUSTRY,SOLAR THERMAL AND PHOTOVOLTAIC,26142
45429,2016,AR,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,112707
45430,2016,AR,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,1257121
45431,2016,AR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,1594982
45432,2016,AR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,49895
45433,2016,AR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,278974
45434,2016,AR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,5637
45435,2016,AR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,3355
45436,2016,AR,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,1257121
45437,2016,AR,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,43313
45438,2016,AR,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,38682
45439,2016,AR,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,4631
45440,2016,AR,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,1256411
45441,2016,AR,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,1212971
45442,2016,AR,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,0
45443,2016,AR,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,43440
45444,2016,AR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,14198248
45445,2016,AR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",COAL,4596002
45446,2016,AR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,44305
45447,2016,AR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,9459445
45448,2016,AR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,9318
45449,2016,AR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",SOLAR THERMAL AND PHOTOVOLTAIC,24542
45450,2016,AR,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,64636
45451,2016,AR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,43352105
45452,2016,AR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,19154174
45453,2016,AR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,38824
45454,2016,AR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,3525681
45455,2016,AR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,7181115
45456,2016,AR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,13421022
45457,2016,AR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,29689
45458,2016,AR,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",SOLAR THERMAL AND PHOTOVOLTAIC,1600
45459,2016,AZ,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,108763449
45460,2016,AZ,TOTAL ELECTRIC POWER INDUSTRY,COAL,30403392
45461,2016,AZ,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,58630
45462,2016,AZ,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,7167763
45463,2016,AZ,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,34182808
45464,2016,AZ,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,32377477
45465,2016,AZ,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,51595
45466,2016,AZ,TOTAL ELECTRIC POWER INDUSTRY,SOLAR THERMAL AND PHOTOVOLTAIC,3765825
45467,2016,AZ,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,38242
45468,2016,AZ,TOTAL ELECTRIC POWER INDUSTRY,WIND,541582
45469,2016,AZ,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,176136
45470,2016,AZ,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,165193
45471,2016,AZ,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,141364
45472,2016,AZ,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,27
45473,2016,AZ,"COMBINED HEAT AND POWER, COMMERCIAL POWER",SOLAR THERMAL AND PHOTOVOLTAIC,23802
45474,2016,AZ,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,11206
45475,2016,AZ,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,11206
45476,2016,AZ,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,0
45477,2016,AZ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,18765113
45478,2016,AZ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,14764618
45479,2016,AZ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",SOLAR THERMAL AND PHOTOVOLTAIC,3244535
45480,2016,AZ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,38242
45481,2016,AZ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WIND,541582
45482,2016,AZ,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WOOD AND WOOD DERIVED FUELS,176136
45483,2016,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,89821938
45484,2016,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",COAL,30403392
45485,2016,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PUMPED STORAGE,58630
45486,2016,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",HYDROELECTRIC CONVENTIONAL,7167763
45487,2016,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NATURAL GAS,19265620
45488,2016,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",NUCLEAR,32377477
45489,2016,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",PETROLEUM,51568
45490,2016,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",SOLAR THERMAL AND PHOTOVOLTAIC,497488
45491,2016,AZ,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",OTHER BIOMASS,0
45492,2016,CA,TOTAL ELECTRIC POWER INDUSTRY,TOTAL,196963215
45493,2016,CA,TOTAL ELECTRIC POWER INDUSTRY,COAL,318876
45494,2016,CA,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,11457299
45495,2016,CA,TOTAL ELECTRIC POWER INDUSTRY,PUMPED STORAGE,-259349
45496,2016,CA,TOTAL ELECTRIC POWER INDUSTRY,HYDROELECTRIC CONVENTIONAL,28942121
45497,2016,CA,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,97073664
45498,2016,CA,TOTAL ELECTRIC POWER INDUSTRY,NUCLEAR,18907578
45499,2016,CA,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,1426816
45500,2016,CA,TOTAL ELECTRIC POWER INDUSTRY,OTHER,665664
45501,2016,CA,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,175581
45502,2016,CA,TOTAL ELECTRIC POWER INDUSTRY,SOLAR THERMAL AND PHOTOVOLTAIC,18806711
45503,2016,CA,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,2909930
45504,2016,CA,TOTAL ELECTRIC POWER INDUSTRY,WIND,13509039
45505,2016,CA,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,3029285
45506,2016,CA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",TOTAL,13701715
45507,2016,CA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",COAL,318876
45508,2016,CA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",NATURAL GAS,10731340
45509,2016,CA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER GASES,1426816
45510,2016,CA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER,487136
45511,2016,CA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",PETROLEUM,135086
45512,2016,CA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",SOLAR THERMAL AND PHOTOVOLTAIC,8338
45513,2016,CA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",OTHER BIOMASS,3767
45514,2016,CA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WIND,5361
45515,2016,CA,"COMBINED HEAT AND POWER, INDUSTRIAL POWER",WOOD AND WOOD DERIVED FUELS,584995
45516,2016,CA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",TOTAL,2858960
45517,2016,CA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PUMPED STORAGE,0
45518,2016,CA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",HYDROELECTRIC CONVENTIONAL,12256
45519,2016,CA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",NATURAL GAS,1865916
45520,2016,CA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER,-156
45521,2016,CA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",PETROLEUM,408
45522,2016,CA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",SOLAR THERMAL AND PHOTOVOLTAIC,121358
45523,2016,CA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",OTHER BIOMASS,853055
45524,2016,CA,"COMBINED HEAT AND POWER, COMMERCIAL POWER",WIND,6123
45525,2016,CA,"COMBINED HEAT AND POWER, ELECTRIC POWER",TOTAL,16664260
45526,2016,CA,"COMBINED HEAT AND POWER, ELECTRIC POWER",COAL,0
45527,2016,CA,"COMBINED HEAT AND POWER, ELECTRIC POWER",NATURAL GAS,15616091
45528,2016,CA,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER,73367
45529,2016,CA,"COMBINED HEAT AND POWER, ELECTRIC POWER",PETROLEUM,0
45530,2016,CA,"COMBINED HEAT AND POWER, ELECTRIC POWER",SOLAR THERMAL AND PHOTOVOLTAIC,2320
45531,2016,CA,"COMBINED HEAT AND POWER, ELECTRIC POWER",OTHER BIOMASS,173501
45532,2016,CA,"COMBINED HEAT AND POWER, ELECTRIC POWER",WOOD AND WOOD DERIVED FUELS,798981
45533,2016,CA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",TOTAL,82582662
45534,2016,CA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",GEOTHERMAL,10638281
45535,2016,CA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",HYDROELECTRIC CONVENTIONAL,1627061
45536,2016,CA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",NATURAL GAS,35905155
45537,2016,CA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER,109465
45538,2016,CA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",PETROLEUM,7108
45539,2016,CA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",SOLAR THERMAL AND PHOTOVOLTAIC,18206698
45540,2016,CA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",OTHER BIOMASS,1649992
45541,2016,CA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WIND,12793594
45542,2016,CA,"ELECTRIC GENERATORS, INDEPENDENT POWER PRODUCERS",WOOD AND WOOD DERIVED FUELS,1645309
45543,2016,CA,"ELECTRIC GENERATORS, ELECTRIC UTILITIES",TOTAL,81155619
